route_id,service_id,trip_id,trip_headsign,shape_id,block_id
1,983,306014:416249:417196,MAINLINE to Waterfront,3522,417196
1,987,306014:416249:423247,MAINLINE to Waterfront,3522,423247
16,982,308310:416250:417220,BALMORAL to City Hall,3498,417220
14,976,309388:416251:423205,ARTHUR to City Hall,3541,423205
18,986,307600:416254:423200,WESTFORT to City Hall,3546,423200
17,986,307621:416256:423190,CURRENT RIVER to Cowan,3442,423190
10,986,308292:416257:423253,NORTHWOOD to College,3549,423253
11,986,308068:416258:423255,JOHN to Waterfront,3510,423255
3C,986,308038:416259:423254,COUNTY PARK to Castlegreen Dr,3528,423254
17,979,306485:416260:417187,CURRENT RIVER to Waterfront,3566,417187
5,980,306800:416262:417217,EDWARD to Waterfront,3555,417217
2,980,307418:416263:417217,CROSSTOWN to Waterfront,3478,417217
16,982,308312:416264:417220,BALMORAL to City Hall,3498,417220
15,979,307507:416266:417218,BEVERLY to University,3533,417218
15,985,307507:416266:423240,BEVERLY to University,3533,423240
18,983,305780:416267:417219,WESTFORT to City Hall,3546,417219
18,987,305780:416267:423196,WESTFORT to City Hall,3546,423196
10,976,309363:416268:423211,NORTHWOOD to College,3549,423211
3M,983,306108:416269:417198,MEMORIAL to Waterfront,3562,417198
16,979,306569:416271:417211,BALMORAL to College,3501,417211
16,985,306569:416271:423259,BALMORAL to College,3501,423259
2,976,309644:416272:417166,CROSSTOWN to Westfort,3487,417166
9,986,307837:416273:423215,JUNOT to University,3469,423215
10,983,306247:416274:417185,NORTHWOOD to County Park,3550,417185
10,987,306247:416274:423256,NORTHWOOD to County Park,3550,423256
3M,983,306105:416275:417198,MEMORIAL to Waterfront,3562,417198
3M,979,307287:416277:417240,MEMORIAL to Northwood,3520,417240
3M,979,307266:416278:417207,MEMORIAL to Jumbo Gardens,3558,417207
3M,985,307266:416278:423264,MEMORIAL to Jumbo Gardens,3558,423264
8,979,307345:416279:417233,JAMES to College,3538,417233
8,985,307345:416279:423224,JAMES to College,3538,423224
11,986,308076:416280:423255,JOHN to Waterfront,3510,423255
5,980,306770:416283:417237,EDWARD to Westfort,3543,417237
8,983,305866:416284:417213,JAMES to City Hall via College,3551,417213
3C,979,306925:416285:417240,COUNTY PARK to Northwood,3564,417240
10,979,306861:416286:417245,NORTHWOOD to County Park,3544,417245
10,985,306861:416286:423258,NORTHWOOD to County Park,3544,423258
10,979,306890:416287:417245,NORTHWOOD to County Park,3544,417245
10,985,306890:416287:423258,NORTHWOOD to County Park,3544,423258
15,979,307483:416288:417201,BEVERLY to University,3535,417201
5,986,308130:416289:423199,EDWARD to Waterfront,3555,423199
15,986,308538:416290:423189,BEVERLY to Intercity,3524,423189
8,976,309732:416291:423205,JAMES to Intercity via College,3552,423205
17,976,309791:416294:423208,CURRENT RIVER to Cowan,3442,423208
9,979,307099:416295:417188,JUNOT to Waterfront,3499,417188
10,976,309335:416296:423269,NORTHWOOD to County Park,3550,423269
14,976,309392:416297:423263,ARTHUR to Airport,3545,423263
5,984,306142:416298:417230,EDWARD to Westfort,3543,417230
10,976,309354:416299:423211,NORTHWOOD to College,3549,423211
12,986,308362:416300:423265,EAST END,3537,423265
13,983,306294:416303:417221,JOHN-JUMBO to Waterfront,3483,417221
13,987,306294:416303:423245,JOHN-JUMBO to Waterfront,3483,423245
3M,979,307196:416304:417229,MEMORIAL to County Park,3560,417229
8,986,308433:416305:423220,JAMES to Intercity via College,3552,423220
3C,983,306190:416306:417185,COUNTY PARK to Castlegreen Dr,3528,417185
3C,987,306190:416306:423256,COUNTY PARK to Castlegreen Dr,3528,423256
9,983,305859:416307:417242,JUNOT to University,3469,417242
9,987,305859:416307:423266,JUNOT to University,3469,423266
3C,976,309448:416308:423221,COUNTY PARK to Castlegreen Dr,3528,423221
3C,976,309442:416311:423221,COUNTY PARK to Castlegreen Dr,3528,423221
10,979,306891:416312:417176,NORTHWOOD to College,3549,417176
10,985,306891:416312:423261,NORTHWOOD to College,3549,423261
1,979,307040:416313:417215,MAINLINE to Waterfront,3522,417215
2,980,307378:416314:417217,CROSSTOWN to Westfort,3487,417217
12,986,308368:416315:423265,EAST END,3537,423265
7,986,307922:416316:423267,HUDSON to Shuniah St.,3466,423267
12,982,308379:416317:417220,EAST END,3537,417220
16,986,308321:416318:423265,BALMORAL to City Hall,3498,423265
18,979,306428:416319:417199,WESTFORT to City Hall,3546,417199
18,985,306428:416319:423249,WESTFORT to City Hall,3546,423249
7,979,307169:416320:417228,HUDSON to Shuniah St.,3466,417228
7,985,307169:416320:423268,HUDSON to Shuniah St.,3466,423268
3C,979,306923:416321:417200,COUNTY PARK to Northwood,3564,417200
15,986,308557:416323:423235,BEVERLY to University,3533,423235
5,984,306148:416324:417230,EDWARD to Waterfront,3555,417230
14,979,306641:416326:417207,ARTHUR to Airport,3545,417207
14,985,306641:416326:423264,ARTHUR to Airport,3545,423264
8,983,305884:416327:417213,JAMES to City Hall,3540,417213
15,986,308551:416328:423226,BEVERLY to Intercity,3524,423226
12,982,308367:416329:417220,EAST END,3537,417220
9,986,307850:416330:423215,JUNOT to University,3469,423215
5,984,306125:416331:417165,EDWARD to Westfort,3543,417165
3M,979,307201:416332:417158,MEMORIAL to Jumbo Gardens,3559,417158
10,986,308251:416333:423260,NORTHWOOD to County Park,3550,423260
15,976,309255:416334:423238,BEVERLY to Intercity,3523,423238
8,979,307365:416336:417223,JAMES to City Hall via College,3551,417223
2,980,307398:416337:417217,CROSSTOWN to Waterfront,3478,417217
8,986,308432:416338:423193,JAMES to Intercity via College,3552,423193
10,986,308272:416339:423230,NORTHWOOD to County Park,3544,423230
1,986,307946:416340:423190,MAINLINE to City Hall,3565,423190
15,979,307480:416342:417188,BEVERLY to University,3535,417188
7,976,309703:416343:423227,HUDSON to Shuniah St.,3466,423227
18,979,306437:416344:417199,WESTFORT to City Hall,3546,417199
18,985,306437:416344:423249,WESTFORT to City Hall,3546,423249
14,983,306225:416345:417180,ARTHUR to Airport,3545,417180
14,987,306225:416345:423212,ARTHUR to Airport,3545,423212
17,979,306502:416347:417218,CURRENT RIVER to Waterfront,3566,417218
3C,979,306973:416349:417229,COUNTY PARK to Northwood,3564,417229
1,983,306012:416350:417232,MAINLINE to Waterfront,3522,417232
1,987,306012:416350:423209,MAINLINE to Waterfront,3522,423209
10,979,306879:416351:417240,NORTHWOOD to College,3549,417240
10,985,306879:416351:423257,NORTHWOOD to College,3549,423257
18,986,307586:416352:423200,WESTFORT to Mary,3509,423200
2,976,309662:416353:417166,CROSSTOWN to Waterfront,3478,417166
5,984,306158:416354:417230,EDWARD to Waterfront,3555,417230
1,979,307048:416355:417199,MAINLINE to Waterfront,3529,417199
1,985,307048:416355:423249,MAINLINE to Waterfront,3529,423249
1,979,307031:416356:417187,MAINLINE to Waterfront,3522,417187
10,976,309365:416357:423221,NORTHWOOD to College,3549,423221
2,980,307428:416358:417217,CROSSTOWN to Westfort,3487,417217
1,984,305987:416359:417169,MAINLINE to City Hall,3565,417169
5,984,306126:416360:417230,EDWARD to Westfort,3543,417230
9,983,305860:416361:417242,JUNOT to University,3469,417242
9,987,305860:416361:423266,JUNOT to University,3469,423266
11,979,306715:416362:417248,JOHN to Waterfront,3510,417248
11,985,306715:416362:423217,JOHN to Waterfront,3510,423217
2,986,308465:416363:423232,CROSSTOWN to Waterfront,3478,423232
8,979,307312:416364:417244,JAMES to Intercity via College,3552,417244
8,985,307312:416364:423198,JAMES to Intercity via College,3552,423198
13,983,306305:416365:417221,JOHN-JUMBO to County Fair,3513,417221
13,987,306305:416365:423245,JOHN-JUMBO to County Fair,3513,423245
3C,979,306937:416366:417176,COUNTY PARK to Castlegreen Dr,3528,417176
3C,985,306937:416366:423261,COUNTY PARK to Castlegreen Dr,3528,423261
14,979,306682:416367:417207,ARTHUR to Airport,3545,417207
14,985,306682:416367:423264,ARTHUR to Airport,3545,423264
5,986,308120:416368:423232,EDWARD to Waterfront,3555,423232
4,980,306621:416369:417197,NEEBING,3547,417197
2,980,307375:416370:417237,CROSSTOWN to Westfort,3487,417237
13,986,308382:416371:423267,JOHN-JUMBO to Waterfront,3483,423267
2,976,309659:416372:417214,CROSSTOWN to Waterfront,3478,417214
9,983,305837:416373:417242,JUNOT to Waterfront,3499,417242
3C,979,306931:416374:417176,COUNTY PARK to Northwood,3564,417176
1,983,305998:416375:417219,MAINLINE to City Hall,3565,417219
1,987,305998:416375:423196,MAINLINE to City Hall,3565,423196
3M,986,307691:416376:423260,MEMORIAL to County Park,3563,423260
3C,979,306952:416377:417176,COUNTY PARK to Castlegreen Dr,3528,417176
3C,985,306952:416377:423261,COUNTY PARK to Castlegreen Dr,3528,423261
8,976,309713:416379:423239,JAMES to Intercity via College,3552,423239
7,976,309705:416381:423227,HUDSON to Shuniah St.,3466,423227
11,986,308062:416382:423255,JOHN to Windsor St.,3517,423255
15,983,306356:416383:417242,BEVERLY to University,3535,417242
15,987,306356:416383:423266,BEVERLY to University,3535,423266
2,986,308497:416384:423232,CROSSTOWN to Westfort,3487,423232
17,986,307673:416386:423226,CURRENT RIVER to Cowan,3442,423226
16,986,308317:416387:423265,BALMORAL to City Hall,3498,423265
18,983,305787:416389:417219,WESTFORT to City Hall,3546,417219
18,987,305787:416389:423196,WESTFORT to City Hall,3546,423196
18,986,307611:416390:423200,WESTFORT to City Hall,3546,423200
9,979,307077:416391:417201,JUNOT to Waterfront,3499,417201
3J,979,306831:416392:417158,JUMBO GARDENS to Sherwood Dr.,3525,417158
14,986,308247:416394:423251,ARTHUR to City Hall,3541,423251
17,983,305823:416396:417196,CURRENT RIVER to Waterfront,3566,417196
2,980,307426:416397:417175,CROSSTOWN to Westfort,3487,417175
2,976,309637:416398:417214,CROSSTOWN to Westfort,3487,417214
7,986,307896:416399:423267,HUDSON to Shuniah St.,3466,423267
1,986,307948:416400:423190,MAINLINE to City Hall,3565,423190
3J,979,306855:416401:417246,JUMBO GARDENS to Waterfront,3532,417246
2,980,307393:416402:417175,CROSSTOWN to Waterfront,3478,417175
3C,976,309437:416404:423211,COUNTY PARK to Castlegreen Dr,3528,423211
1,984,305989:416405:417169,MAINLINE to City Hall,3565,417169
3M,983,306061:416407:417210,MEMORIAL to County Park,3563,417210
3C,983,306168:416408:417185,COUNTY PARK to Northwood,3564,417185
8,983,305883:416409:417180,JAMES to Intercity via College,3552,417180
8,987,305883:416409:423212,JAMES to Intercity via College,3552,423212
1,986,307987:416411:423190,MAINLINE to Waterfront,3522,423190
15,983,306355:416412:417227,BEVERLY to University,3535,417227
15,987,306355:416412:423236,BEVERLY to University,3535,423236
16,982,308333:416413:417220,BALMORAL to College,3501,417220
8,979,307337:416415:417223,JAMES to City Hall via College,3551,417223
11,979,306738:416416:417248,JOHN to Waterfront,3510,417248
11,985,306738:416416:423217,JOHN to Waterfront,3510,423217
3M,979,307223:416417:417207,MEMORIAL to Airport,3516,417207
16,979,306530:416418:417211,BALMORAL to City Hall,3498,417211
16,985,306530:416418:423259,BALMORAL to City Hall,3498,423259
10,979,306887:416419:417200,NORTHWOOD to College,3549,417200
10,985,306887:416419:423223,NORTHWOOD to College,3549,423223
3M,976,309515:416420:423211,MEMORIAL to County Park,3563,423211
1,986,307982:416421:423190,MAINLINE to Waterfront,3529,423190
7,976,309706:416422:423213,HUDSON to Shuniah St.,3466,423213
3M,983,306107:416423:417198,MEMORIAL to Waterfront,3562,417198
13,986,308381:416424:423255,JOHN-JUMBO to Waterfront,3483,423255
8,979,307356:416425:417223,JAMES to Intercity via College,3552,417223
8,985,307356:416425:423216,JAMES to Intercity via College,3552,423216
5,986,308129:416427:423250,EDWARD to Waterfront,3555,423250
5,976,309468:416428:417214,EDWARD to Westfort,3543,417214
17,979,306451:416430:417188,CURRENT RIVER to Cowan,3442,417188
17,985,306451:416430:423218,CURRENT RIVER to Cowan,3442,423218
17,983,305793:416431:417232,CURRENT RIVER to Cowan,3442,417232
17,987,305793:416431:423209,CURRENT RIVER to Cowan,3442,423209
14,976,309381:416432:423239,ARTHUR to City Hall,3541,423239
1,986,307971:416433:423243,MAINLINE to Waterfront,3522,423243
2,976,309668:416434:417166,CROSSTOWN to Waterfront,3478,417166
2,976,309636:416435:417166,CROSSTOWN to Westfort,3487,417166
5,980,306785:416436:417217,EDWARD to Waterfront,3555,417217
10,986,308253:416437:423254,NORTHWOOD to County Park,3544,423254
7,976,309701:416438:423227,HUDSON to Shuniah St.,3466,423227
10,979,306872:416439:417200,NORTHWOOD to County Park,3544,417200
10,985,306872:416439:423223,NORTHWOOD to County Park,3544,423223
16,979,306578:416440:417211,BALMORAL to College,3501,417211
16,985,306578:416440:423259,BALMORAL to College,3501,423259
15,983,306361:416442:417227,BEVERLY to University,3533,417227
15,987,306361:416442:423236,BEVERLY to University,3533,423236
3J,979,306854:416443:417233,JUMBO GARDENS to Airport,3530,417233
14,983,306231:416445:417180,ARTHUR to Airport,3545,417180
14,987,306231:416445:423212,ARTHUR to Airport,3545,423212
5,986,308093:416447:423250,EDWARD to Westfort,3543,423250
10,983,306260:416448:417210,NORTHWOOD to County Park,3550,417210
10,987,306260:416448:423214,NORTHWOOD to County Park,3550,423214
3M,983,306075:416449:417210,MEMORIAL to County Park,3563,417210
3M,987,306075:416449:423214,MEMORIAL to County Park,3563,423214
9,979,307086:416450:417170,JUNOT to University,3469,417170
9,985,307086:416450:423206,JUNOT to University,3469,423206
14,986,308201:416451:423219,ARTHUR to Jumbo Gardens,3539,423219
12,979,306594:416452:417202,EAST END,3537,417202
12,985,306594:416452:423225,EAST END,3537,423225
2,986,308466:416453:423199,CROSSTOWN to Waterfront,3478,423199
17,983,305800:416454:417219,CURRENT RIVER to Cowan,3442,417219
17,987,305800:416454:423196,CURRENT RIVER to Cowan,3442,423196
16,979,306533:416455:417202,BALMORAL to City Hall,3498,417202
16,985,306533:416455:423225,BALMORAL to City Hall,3498,423225
1,979,307015:416456:417187,MAINLINE to City Hall,3567,417187
1,985,307015:416456:423210,MAINLINE to City Hall,3567,423210
18,983,305749:416457:417196,WESTFORT to Mary,3509,417196
17,979,306463:416458:417218,CURRENT RIVER to Cowan,3442,417218
17,985,306463:416458:423240,CURRENT RIVER to Cowan,3442,423240
3M,983,306054:416459:417185,MEMORIAL to County Park,3563,417185
2,986,308502:416460:423232,CROSSTOWN to Westfort,3487,423232
2,980,307389:416461:417217,CROSSTOWN to Waterfront,3478,417217
5,986,308132:416462:423250,EDWARD to Waterfront,3555,423250
3M,983,306113:416463:417198,MEMORIAL to City Hall,3518,417198
5,980,306761:416464:417237,EDWARD to Westfort,3543,417237
17,979,306449:416465:417201,CURRENT RIVER to Cowan,3442,417201
17,985,306449:416465:423228,CURRENT RIVER to Cowan,3442,423228
1,986,307938:416466:423190,MAINLINE to City Hall,3565,423190
13,979,306516:416467:417228,JOHN-JUMBO to County Fair,3513,417228
4,979,306617:416468:417239,NEEBING,3554,417239
10,983,306281:416469:417203,NORTHWOOD to College,3549,417203
10,987,306281:416469:423231,NORTHWOOD to College,3549,423231
1,976,309602:416470:423229,MAINLINE to Waterfront,3529,423229
18,986,307575:416471:423200,WESTFORT to Mary,3509,423200
7,986,307897:416472:423255,HUDSON to Shuniah St.,3466,423255
5,976,309472:416473:417214,EDWARD to Waterfront,3555,417214
3J,979,306807:416474:417233,JUMBO GARDENS to Airport,3530,417233
5,980,306784:416475:417237,EDWARD to Waterfront,3555,417237
7,979,307157:416476:417248,HUDSON to Waterfront,3458,417248
15,986,308581:416477:423226,BEVERLY to University,3535,423226
2,980,307372:416478:417217,CROSSTOWN to Waterfront,3478,417217
9,976,309783:416479:423238,JUNOT to University,3469,423238
15,979,307447:416480:417170,BEVERLY to Intercity,3524,417170
15,985,307447:416480:423206,BEVERLY to Intercity,3524,423206
10,986,308291:416481:423254,NORTHWOOD to College,3549,423254
14,979,306640:416482:417246,ARTHUR to Airport,3545,417246
14,985,306640:416482:423197,ARTHUR to Airport,3545,423197
9,976,309774:416483:423195,JUNOT to University,3469,423195
14,979,306658:416484:417244,ARTHUR to Airport,3545,417244
14,985,306658:416484:423198,ARTHUR to Airport,3545,423198
5,986,308142:416486:423232,EDWARD to Waterfront,3555,423232
7,986,307920:416488:423267,HUDSON to Shuniah St.,3466,423267
14,979,306637:416489:417158,ARTHUR to Jumbo Gardens,3539,417158
14,985,306637:416489:423244,ARTHUR to Jumbo Gardens,3539,423244
18,986,307603:416490:423200,WESTFORT to City Hall,3546,423200
3M,983,306078:416491:417210,MEMORIAL to County Park,3563,417210
3M,987,306078:416491:423214,MEMORIAL to County Park,3563,423214
11,986,308069:416492:423267,JOHN to Waterfront,3510,423267
18,986,307588:416493:423190,WESTFORT to Mary,3509,423190
7,979,307166:416494:417248,HUDSON to Waterfront,3458,417248
5,984,306147:416495:417165,EDWARD to Waterfront,3555,417165
17,983,305819:416497:417219,CURRENT RIVER to Waterfront,3566,417219
8,983,305899:416499:417213,JAMES to College,3538,417213
8,987,305899:416499:423191,JAMES to College,3538,423191
18,983,305782:416500:417232,WESTFORT to City Hall,3546,417232
18,987,305782:416500:423209,WESTFORT to City Hall,3546,423209
2,980,307380:416501:417217,CROSSTOWN to Westfort,3487,417217
9,983,305856:416503:417227,JUNOT to University,3469,417227
9,987,305856:416503:423236,JUNOT to University,3469,423236
18,976,309864:416504:423246,WESTFORT to City Hall,3546,423246
3C,979,306964:416507:417229,COUNTY PARK to Castlegreen Dr,3528,417229
3C,985,306964:416507:423222,COUNTY PARK to Castlegreen Dr,3528,423222
7,983,305910:416508:417221,HUDSON to Waterfront,3458,417221
17,983,305804:416509:417196,CURRENT RIVER to Cowan,3442,417196
17,987,305804:416509:423247,CURRENT RIVER to Cowan,3442,423247
1,986,307950:416510:423190,MAINLINE to City Hall,3567,423190
5,986,308114:416511:423232,EDWARD to Westfort,3543,423232
14,979,306666:416512:417244,ARTHUR to City Hall,3541,417244
14,985,306666:416512:423198,ARTHUR to City Hall,3541,423198
2,976,309634:416513:417166,CROSSTOWN to Westfort,3487,417166
2,980,307420:416515:417237,CROSSTOWN to Waterfront,3478,417237
8,979,307360:416516:417216,JAMES to Intercity via College,3552,417216
8,985,307360:416516:423202,JAMES to Intercity via College,3552,423202
17,979,306498:416517:417215,CURRENT RIVER to Cowan,3442,417215
17,985,306498:416517:423187,CURRENT RIVER to Cowan,3442,423187
13,979,306521:416519:417228,JOHN-JUMBO to County Fair,3513,417228
1,979,307020:416522:417215,MAINLINE to Waterfront,3522,417215
17,983,305812:416523:417232,CURRENT RIVER to Waterfront,3566,417232
13,983,306316:416524:417193,JOHN-JUMBO to County Fair,3513,417193
17,983,305816:416525:417219,CURRENT RIVER to Waterfront,3566,417219
3M,983,306070:416526:417198,MEMORIAL to Waterfront,3562,417198
2,976,309649:416527:417214,CROSSTOWN to Westfort,3487,417214
3C,983,306166:416528:417210,COUNTY PARK to Northwood,3564,417210
5,984,306128:416529:417230,EDWARD to Westfort,3543,417230
9,983,305843:416531:417227,JUNOT to University,3469,417227
9,987,305843:416531:423236,JUNOT to University,3469,423236
17,986,307632:416532:423226,CURRENT RIVER to Cowan,3442,423226
16,986,308315:416533:423265,BALMORAL to City Hall,3498,423265
3C,983,306180:416534:417185,COUNTY PARK to Northwood,3564,417185
1,979,307049:416535:417215,MAINLINE to Waterfront,3529,417215
1,985,307049:416535:423187,MAINLINE to Waterfront,3529,423187
3C,986,308037:416536:423230,COUNTY PARK to Castlegreen Dr,3528,423230
1,983,306052:416539:417232,MAINLINE to Waterfront,3522,417232
1,987,306052:416539:423209,MAINLINE to Waterfront,3522,423209
11,979,306705:416540:417248,JOHN to Windsor St.,3517,417248
11,985,306705:416540:423217,JOHN to Windsor St.,3517,423217
11,986,308055:416541:423267,JOHN to Windsor St.,3517,423267
3C,983,306184:416542:417185,COUNTY PARK to Castlegreen Dr,3528,417185
15,983,306349:416543:417227,BEVERLY to University,3535,417227
15,987,306349:416543:423236,BEVERLY to University,3535,423236
9,983,305862:416545:417227,JUNOT to University,3469,417227
9,987,305862:416545:423236,JUNOT to University,3469,423236
15,986,308534:416546:423215,BEVERLY to Intercity,3524,423215
14,983,306222:416547:417180,ARTHUR to City Hall,3541,417180
14,987,306222:416547:423212,ARTHUR to City Hall,3541,423212
3M,983,306072:416549:417198,MEMORIAL to Waterfront,3562,417198
12,979,306599:416550:417211,EAST END,3537,417211
12,985,306599:416550:423259,EAST END,3537,423259
10,979,306911:416552:417200,NORTHWOOD to College,3549,417200
10,985,306911:416552:423223,NORTHWOOD to College,3549,423223
13,976,309330:416553:423213,JOHN-JUMBO to County Fair,3513,423213
5,984,306146:416554:417230,EDWARD to Waterfront,3555,417230
1,986,307937:416555:423243,MAINLINE to City Hall,3565,423243
18,976,309862:416556:423208,WESTFORT to City Hall,3546,423208
1,984,306032:416557:417169,MAINLINE to Waterfront,3522,417169
9,979,307112:416558:417201,JUNOT to University,3469,417201
9,985,307112:416558:423228,JUNOT to University,3469,423228
10,979,306893:416559:417245,NORTHWOOD to College,3549,417245
10,985,306893:416559:423258,NORTHWOOD to College,3549,423258
11,979,306714:416560:417228,JOHN to Waterfront,3510,417228
11,985,306714:416560:423268,JOHN to Waterfront,3510,423268
10,976,309346:416561:423211,NORTHWOOD to County Park,3550,423211
3C,986,308034:416563:423253,COUNTY PARK to Castlegreen Dr,3528,423253
3J,979,306808:416564:417246,JUMBO GARDENS to Airport,3530,417246
5,986,308115:416565:423232,EDWARD to Westfort,3543,423232
17,983,305798:416566:417196,CURRENT RIVER to Cowan,3442,417196
17,987,305798:416566:423247,CURRENT RIVER to Cowan,3442,423247
10,983,306270:416567:417185,NORTHWOOD to College,3549,417185
10,987,306270:416567:423256,NORTHWOOD to College,3549,423256
9,979,307110:416568:417167,JUNOT to University,3469,417167
9,985,307110:416568:423192,JUNOT to University,3469,423192
18,986,307599:416569:423200,WESTFORT to City Hall,3546,423200
14,979,306626:416570:417224,ARTHUR to Jumbo Gardens,3539,417224
14,985,306626:416570:423234,ARTHUR to Jumbo Gardens,3539,423234
3M,983,306119:416571:417203,MEMORIAL to County Park,3563,417203
3M,987,306119:416571:423231,MEMORIAL to County Park,3563,423231
14,976,309386:416572:423205,ARTHUR to City Hall,3541,423205
1,976,309574:416573:417161,MAINLINE to City Hall,3565,417161
7,986,307917:416574:423255,HUDSON to Shuniah St.,3466,423255
3M,979,307192:416575:417245,MEMORIAL to County Park,3560,417245
17,976,309801:416576:423229,CURRENT RIVER to Cowan,3442,423229
1,986,307961:416577:423243,MAINLINE to Waterfront,3522,423243
13,976,309301:416578:423213,JOHN-JUMBO to Waterfront,3483,423213
1,983,306028:416580:417232,MAINLINE to City Hall,3565,417232
1,987,306028:416580:423209,MAINLINE to City Hall,3565,423209
3C,983,306186:416582:417203,COUNTY PARK to Castlegreen Dr,3528,417203
3C,986,308029:416584:423253,COUNTY PARK to Castlegreen Dr,3528,423253
7,979,307120:416585:417248,HUDSON to Waterfront,3458,417248
10,979,306908:416586:417245,NORTHWOOD to County Park,3544,417245
10,985,306908:416586:423258,NORTHWOOD to County Park,3544,423258
17,979,306454:416587:417201,CURRENT RIVER to Cowan,3442,417201
17,985,306454:416587:423228,CURRENT RIVER to Cowan,3442,423228
17,983,305814:416588:417196,CURRENT RIVER to Waterfront,3566,417196
17,979,306496:416589:417199,CURRENT RIVER to Cowan,3442,417199
17,985,306496:416589:423249,CURRENT RIVER to Cowan,3442,423249
10,983,306279:416591:417185,NORTHWOOD to College,3549,417185
10,987,306279:416591:423256,NORTHWOOD to College,3549,423256
10,983,306275:416592:417203,NORTHWOOD to College,3549,417203
10,987,306275:416592:423231,NORTHWOOD to College,3549,423231
1,983,306001:416593:417232,MAINLINE to City Hall,3567,417232
1,987,306001:416593:423209,MAINLINE to City Hall,3567,423209
15,983,306347:416594:417227,BEVERLY to University,3535,417227
15,987,306347:416594:423236,BEVERLY to University,3535,423236
10,976,309355:416595:423269,NORTHWOOD to College,3549,423269
8,979,307346:416596:417233,JAMES to College,3538,417233
8,985,307346:416596:423224,JAMES to College,3538,423224
1,986,307929:416597:423190,MAINLINE to City Hall,3565,423190
7,983,305917:416598:417193,HUDSON to Waterfront,3458,417193
9,986,307835:416599:423215,JUNOT to University,3469,423215
8,983,305886:416600:417212,JAMES to Intercity via College,3552,417212
8,987,305886:416600:423194,JAMES to Intercity via College,3552,423194
14,983,306216:416601:417213,ARTHUR to City Hall,3541,417213
14,987,306216:416601:423191,ARTHUR to City Hall,3541,423191
8,986,308417:416602:423252,JAMES to College,3538,423252
10,979,306895:416603:417176,NORTHWOOD to County Park,3544,417176
10,985,306895:416603:423261,NORTHWOOD to County Park,3544,423261
3C,983,306203:416606:417185,COUNTY PARK to Waterfront,3557,417185
5,986,308089:416607:423199,EDWARD to Westfort,3543,423199
14,979,306642:416608:417224,ARTHUR to Airport,3545,417224
14,985,306642:416608:423234,ARTHUR to Airport,3545,423234
10,976,309352:416609:423269,NORTHWOOD to College,3549,423269
18,983,305768:416611:417219,WESTFORT to City Hall,3546,417219
18,987,305768:416611:423196,WESTFORT to City Hall,3546,423196
3M,983,306067:416613:417210,MEMORIAL to County Park,3563,417210
16,980,306587:416614:417175,BALMORAL to City Hall,3498,417175
10,983,306267:416615:417185,NORTHWOOD to College,3549,417185
10,987,306267:416615:423256,NORTHWOOD to College,3549,423256
14,976,309387:416616:423263,ARTHUR to City Hall,3541,423263
14,986,308197:416617:423241,ARTHUR to Jumbo Gardens,3539,423241
1,986,307927:416618:423243,MAINLINE to City Hall,3565,423243
7,983,305940:416619:417193,HUDSON to Shuniah St.,3466,417193
7,987,305940:416619:423237,HUDSON to Shuniah St.,3466,423237
5,976,309489:416620:417166,EDWARD to Waterfront,3555,417166
1,979,306986:416622:417187,MAINLINE to City Hall,3565,417187
1,985,306986:416622:423210,MAINLINE to City Hall,3565,423210
14,986,308229:416623:423251,ARTHUR to Airport,3545,423251
9,979,307096:416625:417170,JUNOT to University,3469,417170
9,985,307096:416625:423206,JUNOT to University,3469,423206
10,979,306902:416626:417176,NORTHWOOD to County Park,3550,417176
10,985,306902:416626:423261,NORTHWOOD to County Park,3550,423261
9,986,307851:416627:423242,JUNOT to University,3469,423242
17,976,309789:416628:423229,CURRENT RIVER to Cowan,3442,423229
7,979,307147:416629:417248,HUDSON to Shuniah St.,3466,417248
7,985,307147:416629:423217,HUDSON to Shuniah St.,3466,423217
2,986,308522:416630:423250,CROSSTOWN to Waterfront,3478,423250
17,983,305795:416631:417196,CURRENT RIVER to Cowan,3442,417196
17,987,305795:416631:423247,CURRENT RIVER to Cowan,3442,423247
1,976,309614:416632:417161,MAINLINE to Waterfront,3522,417161
2,976,309647:416634:417214,CROSSTOWN to Westfort,3487,417214
7,986,307901:416635:423255,HUDSON to Shuniah St.,3466,423255
8,979,307334:416636:417223,JAMES to City Hall via College,3551,417223
5,980,306786:416637:417175,EDWARD to Waterfront,3555,417175
10,976,309353:416638:423221,NORTHWOOD to College,3549,423221
10,979,306896:416639:417229,NORTHWOOD to College,3549,417229
10,985,306896:416639:423222,NORTHWOOD to College,3549,423222
3M,979,307239:416640:417233,MEMORIAL to Airport,3516,417233
5,980,306759:416641:417217,EDWARD to Westfort,3543,417217
14,976,309398:416642:423263,ARTHUR to Airport,3545,423263
14,976,309399:416644:423205,ARTHUR to Airport,3545,423205
7,983,305938:416645:417193,HUDSON to Shuniah St.,3466,417193
7,987,305938:416645:423237,HUDSON to Shuniah St.,3466,423237
13,979,306513:416646:417228,JOHN-JUMBO to Waterfront,3483,417228
13,985,306513:416646:423268,JOHN-JUMBO to Waterfront,3483,423268
3C,983,306172:416647:417210,COUNTY PARK to Northwood,3564,417210
2,986,308493:416648:423232,CROSSTOWN to Westfort,3487,423232
7,979,307136:416651:417228,HUDSON to Shuniah St.,3466,417228
